Month,Start Date,End Date,Duration,Time,Event,Location,,Event Type,Tier,Target Garage,Partner / Agreement,Recurring,Event Website,MG Landing Page,Marketing Start Date,Expected Attendance,SEM Needs,Contact,Partner Rates,Total Comp Validations,12 Hr Drive-Up,24 Hr Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
June,"Wed, Jun 19","Wed, Jun 19", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
June,"Wed, Jun 19","Wed, Jun 19", 1 ,5 PM - 10 PM,Jazzin' at the Shedd,Shedd Aquarium,-,Community,Tier 3,,,,https://www.sheddaquarium.org/programs-and-events/jazzin-at-the-shedd,,,,,,,,,,,,,
June,"Wed, Jun 19","Wed, Jun 19", 1 ,6:30 PM,Pixies & Modest Mouse,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.pavilionnortherlyisland.com/events/pixies-modest-mouse-19-june-2024/,,,,,,,,,,,,,
June,"Wed, Jun 19","Wed, Jun 19", 1 ,6:30 PM,Songs of Freedom,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/song-freedom,,,,,,,,,,,,,
June,"Wed, Jun 19","Wed, Jun 19", 1 ,9:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
June,"Thu, Jun 20","Sun, Jun 23", 3 ,Various,Tchaikovsky Pathétique & Trifonov,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/23-24/cso-classical/tchaikovsky-pathetique-and-trifonov/,,,,,,,,,,,,,
June,"Thu, Jun 20","Sat, Jun 22", 2 ,Various,Theatre Communications Group’s 3-day National Conference,Chicago Cultural Center,Sundance & Choose Chicago,Festival,Tier 3,,,,,,,,,,,,,,,,,
June,"Thu, Jun 20","Thu, Jun 20", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
June,"Thu, Jun 20","Thu, Jun 20", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
June,"Thu, Jun 20","Thu, Jun 20", 1 ,8 PM - 10 PM,Movies In the Park,Lakeshore East Park,-,Community,Tier 3,,,,,,,,,,,,,,,,,
June,"Fri, Jun 21","Sun, Jun 23", 2 ,Various,Queens of the Blues,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/queens-of-the-blues/,,,,,,,,,,,,,
June,"Fri, Jun 21","Fri, Jun 21", 1 ,8:30 AM,Genesys Works Chicago Team Up Day,"Grant Park
Upper Hutchinson",-,Community,Tier 3,,,,,,,,,,,,,,,,,
June,"Fri, Jun 21","Fri, Jun 21", 1 ,6:30 PM,Schumann Piano Concerto,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/schumann-piano-concerto,,,,,,,,,,,,,
June,"Fri, Jun 21","Fri, Jun 21", 1 ,7:00 PM,Billy Joel & Stevie Nicks,Soldier Field,Soldier Field,Performance,Tier 3,,,,https://www.soldierfield.com/events/detail/billy-joel-stevie-nicks,,,,,,,,,,,,,
June,"Fri, Jun 21","Fri, Jun 21", 1 ,7:30 PM,Amos Lee,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/amos-lee/,,,,,,,,,,,,,
June,"Fri, Jun 21","Fri, Jun 21", 1 ,TBD,CPD Teen Summer Kickoff,"Grant Park
Arvey Field",-,Community,Tier 3,,,,,,,,,,,,,,,,,
June,"Sat, Jun 22","Sun, Jun 23", 1 ,11 AM to 7 PM,Vegandale,"Grant Park
Butler Field",-,Festival,Tier 2,MPG+MLG,Yes,Yes,https://www.vegandalefest.com/chicago,https://millenniumgarages.com/vegandale/,,"10,000",,,,,,,,,,
June,"Sat, Jun 22","Sun, Jun 23", 1 ,Various,Marvel Studios’ Black Panther in Concert,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/black-panther-in-concert/,,,,,,,,,,,,,
June,"Sat, Jun 22","Sat, Jun 22", 1 ,7:30 PM,Schumann Piano Concerto,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/schumann-piano-concerto,,,,,,,,,,,,,
June,"Sat, Jun 22","Sat, Jun 22", 1 ,10:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
June,"Sat, Jun 22","Sat, Jun 22", 1 ,8 AM - 11:45 AM,Millennium Park Summer Workouts,Millennium Park,DCASE,Community,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,,,,,,
June,"Sun, Jun 23","Sun, Jun 23", 1 ,Various,National Louis University Move-Out,National Louis,Colleges,Community,Tier 3,,,,,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,5 PM - 10 PM,Jazzin' at the Shedd,Shedd Aquarium,-,Community,Tier 3,,,,https://www.sheddaquarium.org/programs-and-events/jazzin-at-the-shedd,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,6:30 PM,Haydn London Symphony,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/haydn-london-symphony,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,9:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,3 PM - 9 PM,Summer Block Party,Navy Pier,-,Community,Tier 3,,,,https://navypier.org/events/summer-block-party/2024-06-26/,,,,,,,,,,,,,
June,"Wed, Jun 26","Wed, Jun 26", 1 ,Various,National Louis University Move-In,National Louis,Colleges,Community,Tier 3,,,,,,,,,,,,,,,,,
June,"Thu, Jun 27","Sat, Jun 29", 2 ,7:30 PM,Hisaishi Conducts Hisaishi,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/23-24/cso-at-the-movies/hisaishi-conducts-hisaishi/,,,,,,,,,,,,,
June,"Thu, Jun 27","Thu, Jun 27", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
June,"Thu, Jun 27","Thu, Jun 27", 1 ,6:30 PM,Dvořák Serenade for Strings,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/2024-dvorak-serenade-strings,,,,,,,,,,,,,
June,"Thu, Jun 27","Thu, Jun 27", 1 ,7:30 PM,Rolling Stones: Hackney Diamonds '24,Soldier Field,Soldier Field,Performance,Tier 3,,,,https://www.soldierfield.com/events/detail/rolling-stones-hackney-diamonds-tour,,,,,,,,,,,,,
June,"Thu, Jun 27","Thu, Jun 27", 1 ,8:00 PM,Mandala Makers Festival,Harris Theater,Harris Theater,Performance,Tier 3,,Yes,,,,,,,,,,,,,,,
June,"Fri, Jun 28","Sun, Jun 30", 2 ,10 AM - 5 PM,Millennium Art Fair,Michigan Ave & Lake St,Amdur Productions,Community,Tier 3,,,,https://amdurproductions.com/millennium-art-festival-artist-info/,,,,,,,,,,,,,
June,"Fri, Jun 28","Sun, Jun 30", 2 ,Various,Sundance Institute & Chicago 2024,Various,Sundance Institute,Festival,Tier 3,,,,,,,,,,,,,,,,,
June,"Fri, Jun 28","Sun, Jun 30", 2 ,Various,Queens of the Blues,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/queens-of-the-blues/,,,,,,,,,,,,,
June,"Fri, Jun 28","Fri, Jun 28", 1 ,6:30 PM,Stravinsky Petrushka,Harris Theater,GPMF,Performance,Tier 3,,Yes,,https://www.grantparkmusicfestival.com/music/2024-season-2/stravinsky-petrushka,,,,,,,,,,,,,
June,"Fri, Jun 28","Fri, Jun 28", 1 ,6:30 PM,"Third Eye Blind, Yellowcard & Arizona",Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.ticketsqueeze.com/tickets/6203454/buy-tickets,,,,,,,,,,,,,
June,"Fri, Jun 28","Fri, Jun 28", 1 ,7:30 PM,Future Islands,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/future-islands/,,,,,,,,,,,,,
June,"Fri, Jun 28","Fri, Jun 28", 1 ,7:30 PM,Adrianne Lenker,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-june-2024-adrianne-lenker/07006030A64B1C59,,,,,,,,,,,,,
June,"Fri, Jun 28","Fri, Jun 28", 1 ,11 AM - 12:30 PM,Visiting Masters - Martin Bakari,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-1,,,,,,,,,,,,,
June,"Sat, Jun 29","Sat, Jun 29", 1 ,7:30 PM,Stravinsky Petrushka,Harris Theater,GPMF,Performance,Tier 3,,Yes,,https://www.grantparkmusicfestival.com/music/2024-season-2/stravinsky-petrushka,,,,,,,,,,,,,
June,"Sat, Jun 29","Sat, Jun 29", 1 ,8:00 PM,Caifnes & Cafe Tacvba,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.ticketsqueeze.com/tickets/6148162/buy-tickets,,,,,,,,,,,,,
June,"Sat, Jun 29","Sat, Jun 29", 1 ,11 AM - 11 AM,Navy Pier Pride,Navy Pier,-,Community,Tier 3,,,,https://navypier.org/events/navy-pier-pride-2024/,,,,,,,,,,,,,
June,"Sat, Jun 29","Sat, Jun 29", 1 ,3 pm - 10 pm,Pride - Boiler Room,"Grant Park
Butler Field",-,Festival,Tier 2,,,,https://boilerroom.tv/session/chicago-wt24,,,,,,,,,,,,,
June,"Sat, Jun 29","Sat, Jun 29", 1 ,8 AM - 11:45 AM,Millennium Park Summer Workouts,Millennium Park,DCASE,Community,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,,,,,,
June,"Sat, Jun 29","Sat, Jun 29", 1 ,,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
June,"Sun, Jun 30","Sun, Jun 30", 1 ,8:00 PM,Rolling Stones: Hackney Diamonds '24,Soldier Field,Soldier Field,Performance,Tier 3,,,,https://www.soldierfield.com/events/detail/rolling-stones-hackney-diamonds-tour,,,,,,,,,,,,,
June,"Sun, Jun 30","Sun, Jun 30", 1 ,Various,National Louis University Move-Out,National Louis,Colleges,Community,Tier 3,,,,,,,,,,,,,,,,,
July,"Mon, Jul 1","Mon, Jul 1", 1 ,6:30 PM,"MP Summer Music Series:
Charlie Musselwhite & Ivan Singh",Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,Yes,Yes,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,"Blues
143K, 514",,,,,,,,,,
July,"Tue, Jul 2","Wed, Jul 3", 1 ,2 PM - 9 PM,NASCAR Chicago Family Fest,Navy Pier,NASCAR,Community,Tier 3,,,,https://navypier.org/nascar-family-fest/,,,,,,,,,,,,,
June,"Wed, Jul 3","Wed, Jul 3", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
July,"Wed, Jul 3","Wed, Jul 3", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
July,"Wed, Jul 3","Wed, Jul 3", 1 ,5 PM - 10 PM,Jazzin' at the Shedd,Shedd Aquarium,-,Community,Tier 3,,,,https://www.sheddaquarium.org/programs-and-events/jazzin-at-the-shedd,,,,,,,,,,,,,
July,"Wed, Jul 3","Wed, Jul 3", 1 ,6:30 PM,Tchaikovsky Symphony No. 6,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/tchaikovsky-symphony-no-6,,,,,,,,,,,,,
July,"Wed, Jul 3","Wed, Jul 3", 1 ,7:30 PM,Chicago Fire FC vs. Philadelphia Union,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-philadelphia-union-2,,,,,,,,,,,,,
July,"Wed, Jul 3","Wed, Jul 3", 1 ,9:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
July,"Thu, Jul 4","Thu, Jul 4", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
July,"Thu, Jul 4","Thu, Jul 4", 1 ,6:30 PM,Independence Day Salute,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/tchaikovsky-symphony-no-6-1,,,,,,,,,,,,,
July,"Thu, Jul 4","Thu, Jul 4", 1 ,-,4th of July/Independence Day,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
July,"Fri, Jul 5","Fri, Jul 5", 1 ,6:30 PM,Tchaikovsky Symphony No. 6,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/tchaikovsky-symphony-no-6,,,,,,,,,,,,,
July,"Fri, Jul 5","Fri, Jul 5", 1 ,11 AM - 12:30 PM,"Visiting Masters - Anne Akiko Meyers, violin",Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-1,,,,,,,,,,,,,
July,"Sat, Jul 6","Sun, Jul 7", 1 ,Various,Chicago Street Fest (NASCAR),Everywhere,NASCAR,Festival,Tier 1,,Yes,,https://www.nascarchicago.com/,,,"50,000",,,,,,,,,,
July,"Sat, Jul 6","Sat, Jul 6", 1 ,10:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
July,"Mon, Jul 8","Mon, Jul 8", 1 ,6:30 PM,Water Flicks: Back to the Future,Navy Pier,-,Performance,Tier 3,,,,https://navypier.org/water-flicks/,,,,,,,,,,,,,
June,"Wed, Jul 10","Wed, Jul 10", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
July,"Wed, Jul 10","Wed, Jul 10", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
July,"Wed, Jul 10","Wed, Jul 10", 1 ,5 PM - 10 PM,Jazzin' at the Shedd,Shedd Aquarium,-,Community,Tier 3,,,,https://www.sheddaquarium.org/programs-and-events/jazzin-at-the-shedd,,,,,,,,,,,,,
July,"Wed, Jul 10","Wed, Jul 10", 1 ,6:30 PM,Shostakovich Symphony No. 5,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-1/shostakovich-symphony-no-5,,,,,,,,,,,,,
July,"Wed, Jul 10","Wed, Jul 10", 1 ,9:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
July,"Thu, Jul 11","Fri, Jul 12", 1 ,All Day,Fresh Fest!,Navy Pier,-,Community,Tier 3,,,,https://navypier.org/events/fresh-fest-2024/2024-07-11/,,,,,,,,,,,,,
July,"Thu, Jul 11","Thu, Jul 11", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
July,"Thu, Jul 11","Thu, Jul 11", 1 ,6:30 PM,"MP Summer Music Series:
Buscabulla & French Police",Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,Yes,Yes,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,"Latino Pop
Buscabulla 3.9M
French Police 286.6K",,,,,,,,,,
July,"Thu, Jul 11","Thu, Jul 11", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
July,"Fri, Jul 12","Sat, Jul 13", 1 ,8:00 PM,The Diary of Black Men,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-july-2024-the-diary-of-black-men/0700607BDBCB356B,,,,,,,,,,,,,
July,"Fri, Jul 12","Fri, Jul 12", 1 ,6:30 PM,It’s Time Presents: Girls Night Out,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/its-time/,,,,,,,,,,,,,
July,"Fri, Jul 12","Fri, Jul 12", 1 ,6:30 PM,Beethoven Emperor Concerto,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/beethoven-emperor-concerto,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,6:30 PM,Cavetown & Mother Mother,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.pavilionnortherlyisland.com/events/cavetown-mother-mother-13-july-2024/,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,7:30 PM,Heroes: A Video Game Symphony,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/heroes/,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,1 PM - 4 PM,the urban+nature sonic pavilion,Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park15.html,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,7:30 PM,Beethoven Emperor Concerto,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/beethoven-emperor-concerto,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,7:30 PM,Chicago Fire FC vs. NYC Football Club,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-new-york-city-football-club-1,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,10:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,1 PM - 4 PM,Experimental Sound Studio,Millennium Park,DCASE,Performance,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park15.html,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,11 am - 12:30 PM,"Visiting Masters - Stewart Goodyear, piano","Jay Pritzker Pavilion
Choral Rehearsal Room",GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-1,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,12 PM - 4 PM,Thrasher Weekend Chicago,Grant Skate Park,-,Community,Tier 3,,,,,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,7 AM to 5 PM,BTN 10k & 5k at Soldier Field,Soldier Field,Soldier Field,Race,N/A,,,Yes,https://btnbig10k.com/btn/event-info#event-info,,,"7,500",,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,8 AM - 11:45 AM,Millennium Park Summer Workouts,Millennium Park,DCASE,Community,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,,,,,,
July,"Sat, Jul 13","Sat, Jul 13", 1 ,All Day,Downtown Day,City of Chicago,DCASE,Community,Tier 3,,,,https://www.formyblock.org/downtownday,,,,,,,,,,,,,
July,"Mon, Jul 15","Mon, Jul 15", 1 ,6:30 PM,"MP Summer Music Series:
Seun Kuti & The Philharmonik",Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,Yes,Yes,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park9.html,,,"Afrobeat
Seun Kuti 458.4K
The Philharmonik 81.8K",,,,,,,,,,
July,"Mon, Jul 15","Mon, Jul 15", 1 ,6:30 PM,Water Flicks: Honey I Shrunk the Kids,Navy Pier,-,Performance,Tier 3,,,,https://navypier.org/water-flicks/,,,,,,,,,,,,,
July,"Tue, Jul 16","Tue, Jul 16", 1 ,6:00 PM,"MP Summer Film Series:
Double Feature | E.T. the Extra-Terrestrial & Jurassic Park",Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park7.html,,,,,,,,,,,,,
June,"Wed, Jul 17","Wed, Jul 17", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
July,"Wed, Jul 17","Wed, Jul 17", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
July,"Wed, Jul 17","Wed, Jul 17", 1 ,5 PM - 10 PM,Jazzin' at the Shedd,Shedd Aquarium,-,Community,Tier 3,,,,https://www.sheddaquarium.org/programs-and-events/jazzin-at-the-shedd,,,,,,,,,,,,,
July,"Wed, Jul 17","Wed, Jul 17", 1 ,6:30 PM,Rachmaninov Rhapsody: Theme of Paganini,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/rachmaninov-rhapsody-theme-paganini,,,,,,,,,,,,,
July,"Wed, Jul 17","Wed, Jul 17", 1 ,7:00 PM,Juba!,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/juba-masters-of-tap-and-percussive-dance/,,,,,,,,,,,,,
July,"Wed, Jul 17","Wed, Jul 17", 1 ,9:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
July,"Thu, Jul 18","Sun, Jul 21", 3 ,Various,MP20 - Millennium Park 20th Anniversary,Millennium Park,DCASE,Celebration,,,,,,,,,,,,,,,,,,
July,"Thu, Jul 18","Thu, Jul 18", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
July,"Thu, Jul 18","Thu, Jul 18", 1 ,6:30 PM,¡Súbelo!,Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,No,,https://www.chicago.gov/city/en/depts/dca/supp_info/subelo.html,,,,,,,,,,,,,
July,"Thu, Jul 18","Thu, Jul 18", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
July,"Thu, Jul 18","Thu, Jul 18", 1 ,8:00 PM,The Basement Yard Experience,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-july-2024-the-basement-yard-experience/0700607D046389FD,,,,,,,,,,,,,
July,"Thu, Jul 18","Thu, Jul 18", 1 ,8 PM - 10 PM,Movies In the Park,Lakeshore East Park,-,Community,Tier 3,,,,,,,,,,,,,,,,,
July,"Fri, Jul 19","Fri, Jul 19", 1 ,6:30 PM,Star Wars and More: Music of John Williams,Jay Pritzker Pavilion,GPMF,Performance,Tier 3,,No,,https://www.grantparkmusicfestival.com/music/2024-season-2/magic-john-williams,,,,,,,,,,,,,
July,"Fri, Jul 19","Fri, Jul 19", 1 ,7:00 PM,Juba!,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/juba-masters-of-tap-and-percussive-dance/,,,,,,,,,,,,,
